CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,R_Score,F_Score,M_Score,RFM_Score,Segment,CustomerValue
15019,267,1,252.81,150,252.81,1,1,2,112,Lost Customers,Medium Value
15021,9,9,1871.77,819,207.97444444444443,5,5,4,554,Champions,High Value
15022,12,4,852.39,527,213.0975,5,4,3,543,Loyal Customers,Medium Value
15023,3,11,6720.41,2827,610.9463636363636,5,5,5,555,Champions,Very High Value
15024,10,10,1636.43,902,163.643,5,5,4,554,Champions,High Value
15025,33,1,361.96,184,361.96,3,1,2,312,Regular Customers,Medium Value
15026,80,3,469.0,285,156.33333333333334,2,3,2,232,At Risk,Medium Value
15027,31,4,1066.15,565,266.5375,4,4,4,444,Champions,High Value
15028,8,4,627.13,459,156.7825,5,4,3,543,Loyal Customers,Medium Value
15030,72,2,518.28,372,259.14,2,3,3,233,At Risk,Medium Value
15031,4,4,653.1899999999999,400,163.29749999999999,5,4,3,543,Loyal Customers,Medium Value
15032,256,3,4959.1,2968,1653.0333333333335,1,3,5,135,Big Spenders,High Value
15033,5,10,2557.18,1672,255.718,5,5,5,555,Champions,High Value
15034,16,8,4274.16,2413,534.27,4,5,5,455,Champions,High Value
15035,90,1,252.73000000000002,245,252.73000000000002,2,1,2,212,Lost Customers,Medium Value
15036,72,3,429.56,316,143.18666666666667,2,3,2,232,At Risk,Medium Value
15038,59,6,685.74,212,114.29,3,5,3,353,Loyal Customers,Medium Value
15039,10,47,19766.59,9131,420.5657446808511,5,5,5,555,Champions,Very High Value
15041,170,1,179.93,103,179.93,2,1,1,211,Lost Customers,Low Value
15042,199,1,135.93,30,135.93,1,1,1,111,Lost Customers,Low Value
15043,31,1,537.0,300,537.0,4,1,3,413,New Customers,Medium Value
15044,19,17,7634.7300000000005,2785,449.1017647058824,4,5,5,455,Champions,Very High Value
15045,152,2,735.66,114,367.83,2,3,3,233,At Risk,Medium Value
15046,9,15,5090.42,3372,339.36133333333333,5,5,5,555,Champions,Very High Value
15047,270,1,343.62,222,343.62,1,1,2,112,Lost Customers,Medium Value
15048,65,4,381.0,192,95.25,3,4,2,342,Regular Customers,Medium Value
15049,274,1,121.17000000000002,63,121.17000000000002,1,1,1,111,Lost Customers,Low Value
15050,25,3,1737.69,1216,579.23,4,3,4,434,Potential Loyalists,High Value
15051,23,3,1383.36,1010,461.11999999999995,4,3,4,434,Potential Loyalists,High Value
15052,319,1,207.73,79,207.73,1,1,1,111,Lost Customers,Low Value
15053,5,3,693.9499999999999,984,231.31666666666663,5,3,3,533,Potential Loyalists,Medium Value
15054,12,2,302.1,198,151.05,5,3,2,532,Potential Loyalists,Medium Value
15057,275,2,1489.5,668,744.75,1,3,4,134,Big Spenders,High Value
15058,25,11,2102.54,1054,191.14,4,5,5,455,Champions,High Value
15059,41,9,1337.72,604,148.63555555555556,3,5,4,354,Loyal Customers,High Value
15060,8,4,294.25,257,73.5625,5,4,2,542,Potential Loyalists,Medium Value
15061,4,48,54534.14,28920,1136.1279166666666,5,5,5,555,Champions,Very High Value
15062,71,4,987.86,763,246.965,3,4,4,344,Loyal Customers,Medium Value
15063,213,1,370.8,56,370.8,1,1,2,112,Lost Customers,Medium Value
15065,38,4,3158.13,1383,789.5325,3,4,5,345,Loyal Customers,High Value
15066,53,1,893.59,317,893.59,3,1,3,313,Regular Customers,Medium Value
15067,78,3,1744.76,954,581.5866666666667,2,3,4,234,Big Spenders,High Value
15068,46,2,553.36,364,276.68,3,3,3,333,Regular Customers,Medium Value
15069,179,1,1109.53,520,1109.53,1,1,4,114,Big Spenders,High Value
15070,373,1,106.2,36,106.2,1,1,1,111,Lost Customers,Low Value
15071,94,2,982.07,269,491.035,2,3,4,234,Big Spenders,Medium Value
15073,10,3,1043.41,491,347.80333333333334,5,3,4,534,Potential Loyalists,High Value
15074,105,1,735.67,431,735.67,2,1,3,213,Lost Customers,Medium Value
15075,78,1,773.03,447,773.03,2,1,3,213,Lost Customers,Medium Value
15076,173,1,880.85,571,880.85,2,1,3,213,Lost Customers,Medium Value
15078,7,32,9743.11,5105,304.4721875,5,5,5,555,Champions,Very High Value
15079,213,4,895.61,389,223.9025,1,4,3,143,At Risk,Medium Value
15081,22,5,504.8,190,100.96000000000001,4,4,3,443,Loyal Customers,Medium Value
15083,257,1,88.2,38,88.2,1,1,1,111,Lost Customers,Low Value
15087,282,1,306.94,470,306.94,1,1,2,112,Lost Customers,Medium Value
15088,21,2,1160.07,460,580.035,4,3,4,434,Potential Loyalists,High Value
15089,10,6,2420.84,1359,403.47333333333336,5,5,5,555,Champions,High Value
15090,308,1,381.32,208,381.32,1,1,2,112,Lost Customers,Medium Value
15091,68,1,480.71,346,480.71,3,1,2,312,Regular Customers,Medium Value
15092,215,2,457.81,135,228.905,1,3,2,132,At Risk,Medium Value
15093,18,6,4597.02,3760,766.1700000000001,4,5,5,455,Champions,High Value
15095,104,4,1370.6000000000001,1079,342.65000000000003,2,4,4,244,At Risk,High Value
15096,43,1,219.39000000000001,120,219.39000000000001,3,1,1,311,Regular Customers,Low Value
15097,4,1,248.08,170,248.08,5,1,1,511,New Customers,Low Value
15098,182,3,39916.5,121,13305.5,1,3,5,135,Big Spenders,Very High Value
15099,84,1,410.48,343,410.48,2,1,2,212,Lost Customers,Medium Value
15100,334,3,876.0,80,292.0,1,3,3,133,At Risk,Medium Value
15101,9,2,317.53000000000003,241,158.76500000000001,5,3,2,532,Potential Loyalists,Medium Value
15103,31,2,703.36,329,351.68,4,3,3,433,Potential Loyalists,Medium Value
15104,197,2,993.54,635,496.77,1,3,4,134,Big Spenders,Medium Value
15105,18,7,2298.93,1211,328.4185714285714,4,5,5,455,Champions,High Value
15106,18,5,1422.52,1181,284.504,4,4,4,444,Champions,High Value
15107,311,6,319.5,169,53.25,1,5,2,152,At Risk,Medium Value
15108,142,4,1300.25,499,325.0625,2,4,4,244,At Risk,High Value
15109,246,1,484.95,131,484.95,1,1,2,112,Lost Customers,Medium Value
15110,24,4,996.1,246,249.025,4,4,4,444,Champions,Medium Value
15111,29,3,1567.48,710,522.4933333333333,4,3,4,434,Potential Loyalists,High Value
15113,10,3,3509.43,2344,1169.81,5,3,5,535,Potential Loyalists,High Value
15114,30,10,2760.56,3096,276.056,4,5,5,455,Champions,High Value
15115,18,1,340.11,157,340.11,4,1,2,412,New Customers,Medium Value
15116,18,4,1352.75,648,338.1875,4,4,4,444,Champions,High Value
15117,15,5,1551.78,1948,310.356,4,4,4,444,Champions,High Value
15118,134,1,244.8,1440,244.8,2,1,1,211,Lost Customers,Low Value
15119,246,1,266.4,88,266.4,1,1,2,112,Lost Customers,Medium Value
15120,134,1,358.82,296,358.82,2,1,2,212,Lost Customers,Medium Value
15121,50,2,457.71999999999997,199,228.85999999999999,3,3,2,332,Regular Customers,Medium Value
15122,114,3,1633.78,800,544.5933333333334,2,3,4,234,Big Spenders,High Value
15123,7,2,2199.31,1195,1099.655,5,3,5,535,Potential Loyalists,High Value
15124,23,2,184.19,233,92.095,4,3,1,431,Regular Customers,Low Value
15125,25,15,11528.48,6193,768.5653333333333,4,5,5,455,Champions,Very High Value
15127,66,1,406.53000000000003,251,406.53000000000003,3,1,2,312,Regular Customers,Medium Value
15128,60,4,1471.0,1343,367.75,3,4,4,344,Loyal Customers,High Value
15129,50,11,3447.4,1794,313.40000000000003,3,5,5,355,Loyal Customers,High Value
15130,170,1,330.11,197,330.11,2,1,2,212,Lost Customers,Medium Value
15132,18,5,977.9300000000001,679,195.586,4,4,4,444,Champions,Medium Value
15133,128,3,982.42,680,327.4733333333333,2,3,4,234,Big Spenders,Medium Value
15134,15,8,1387.99,887,173.49875,4,5,4,454,Champions,High Value
15135,239,1,139.05,43,139.05,1,1,1,111,Lost Customers,Low Value
15136,3,4,1286.7,776,321.675,5,4,4,544,Champions,High Value
15139,240,2,178.96,208,89.48,1,3,1,131,At Risk,Low Value
15140,52,7,2354.25,1572,336.32142857142856,3,5,5,355,Loyal Customers,High Value
15142,46,1,498.74,365,498.74,3,1,3,313,Regular Customers,Medium Value
15143,226,1,259.45,150,259.45,1,1,2,112,Lost Customers,Medium Value
15144,8,17,6580.4400000000005,3050,387.084705882353,5,5,5,555,Champions,Very High Value
15145,4,4,1194.73,756,298.6825,5,4,4,544,Champions,High Value
15146,165,2,1327.16,1473,663.58,2,3,4,234,Big Spenders,High Value
15147,240,1,623.5,366,623.5,1,1,3,113,Lost Customers,Medium Value
15148,11,1,301.29,187,301.29,5,1,2,512,New Customers,Medium Value
15149,134,1,520.8000000000001,128,520.8000000000001,2,1,3,213,Lost Customers,Medium Value
15150,17,10,5291.33,3642,529.133,4,5,5,455,Champions,Very High Value
15152,10,13,4745.69,2704,365.0530769230769,5,5,5,555,Champions,High Value
15153,31,1,329.25,198,329.25,4,1,2,412,New Customers,Medium Value
15154,75,1,254.28,89,254.28,2,1,2,212,Lost Customers,Medium Value
15156,1,3,961.49,597,320.49666666666667,5,3,4,534,Potential Loyalists,Medium Value
15157,4,3,1936.07,2392,645.3566666666667,5,3,4,534,Potential Loyalists,High Value
15158,45,1,401.40000000000003,198,401.40000000000003,3,1,2,312,Regular Customers,Medium Value
15159,2,30,18641.010000000002,11441,621.3670000000001,5,5,5,555,Champions,Very High Value
15160,357,1,158.16,84,158.16,1,1,1,111,Lost Customers,Low Value
15163,18,2,304.47,186,152.235,4,3,2,432,Potential Loyalists,Medium Value
15164,69,3,824.58,351,274.86,3,3,3,333,Regular Customers,Medium Value
15165,373,1,487.75,160,487.75,1,1,3,113,Lost Customers,Medium Value
15167,321,1,158.8,65,158.8,1,1,1,111,Lost Customers,Low Value
15168,26,1,106.56,52,106.56,4,1,1,411,New Customers,Low Value
15171,331,1,1289.5,290,1289.5,1,1,4,114,Big Spenders,High Value
15172,9,5,1624.05,1611,324.81,5,4,4,544,Champions,High Value
15174,323,1,135.75,145,135.75,1,1,1,111,Lost Customers,Low Value
15175,72,1,224.14,454,224.14,2,1,1,211,Lost Customers,Low Value
15178,260,1,40.5,30,40.5,1,1,1,111,Lost Customers,Low Value
15179,18,5,2206.95,1938,441.39,4,4,5,445,Champions,High Value
15180,367,1,87.5,36,87.5,1,1,1,111,Lost Customers,Low Value
15181,66,3,689.48,544,229.82666666666668,3,3,3,333,Regular Customers,Medium Value
15182,154,2,622.85,253,311.425,2,3,3,233,At Risk,Medium Value
15184,29,2,402.2,199,201.1,4,3,2,432,Potential Loyalists,Medium Value
15185,70,1,310.62,666,310.62,3,1,2,312,Regular Customers,Medium Value
15186,14,2,411.41,215,205.705,4,3,2,432,Potential Loyalists,Medium Value
15187,2,16,4777.18,1887,298.57375,5,5,5,555,Champions,High Value
15189,1,41,16225.39,6149,395.74121951219513,5,5,5,555,Champions,Very High Value
15192,120,3,1044.32,918,348.1066666666666,2,3,4,234,Big Spenders,High Value
15193,61,1,499.32,144,499.32,3,1,3,313,Regular Customers,Medium Value
15194,3,15,7616.53,5703,507.76866666666666,5,5,5,555,Champions,Very High Value
15195,3,1,3861.0,1404,3861.0,5,1,5,515,New Customers,High Value
15197,11,3,1079.61,469,359.86999999999995,5,3,4,534,Potential Loyalists,High Value
15198,92,2,193.64,120,96.82,2,3,1,231,At Risk,Low Value
15199,59,4,1268.7,396,317.175,3,4,4,344,Loyal Customers,High Value
15201,87,5,1236.54,1210,247.308,2,4,4,244,At Risk,High Value
15203,26,6,1827.8,1753,304.6333333333333,4,5,4,454,Champions,High Value
15204,357,1,316.58000000000004,258,316.58000000000004,1,1,2,112,Lost Customers,Medium Value
15205,85,2,653.24,378,326.62,2,3,3,233,At Risk,Medium Value
15206,10,4,420.3,162,105.075,5,4,2,542,Potential Loyalists,Medium Value
15208,1,5,870.12,316,174.024,5,4,3,543,Loyal Customers,Medium Value
15210,225,1,331.18,228,331.18,1,1,2,112,Lost Customers,Medium Value
15211,60,2,894.4100000000001,240,447.20500000000004,3,3,3,333,Regular Customers,Medium Value
15212,241,1,101.8,36,101.8,1,1,1,111,Lost Customers,Low Value
15213,319,2,328.35,272,164.175,1,3,2,132,At Risk,Medium Value
15214,2,8,1661.44,1254,207.68,5,5,4,554,Champions,High Value
15215,47,3,734.94,225,244.98000000000002,3,3,3,333,Regular Customers,Medium Value
15216,88,1,96.6,28,96.6,2,1,1,211,Lost Customers,Low Value
15218,11,11,5756.89,3329,523.3536363636364,5,5,5,555,Champions,Very High Value
15219,176,1,305.75,45,305.75,2,1,2,212,Lost Customers,Medium Value
15220,52,6,1778.96,1393,296.49333333333334,3,5,4,354,Loyal Customers,High Value
15221,366,1,403.25,43,403.25,1,1,2,112,Lost Customers,Medium Value
15222,319,1,585.0,440,585.0,1,1,3,113,Lost Customers,Medium Value
15223,226,2,755.75,213,377.875,1,3,3,133,At Risk,Medium Value
15224,358,2,322.08,152,161.04,1,3,2,132,At Risk,Medium Value
15225,234,1,409.40000000000003,226,409.40000000000003,1,1,2,112,Lost Customers,Medium Value
15226,311,1,154.41,71,154.41,1,1,1,111,Lost Customers,Low Value
15227,37,5,1219.4,750,243.88000000000002,3,4,4,344,Loyal Customers,High Value
15228,66,4,3386.71,2255,846.6775,3,4,5,345,Loyal Customers,High Value
15230,239,2,429.6,351,214.8,1,3,2,132,At Risk,Medium Value
15232,113,2,612.06,686,306.03,2,3,3,233,At Risk,Medium Value
15234,277,1,197.0,196,197.0,1,1,1,111,Lost Customers,Low Value
15235,218,12,2247.51,1324,187.29250000000002,1,5,5,155,At Risk,High Value
15236,299,1,321.05,269,321.05,1,1,2,112,Lost Customers,Medium Value
15237,2,4,1412.32,1071,353.08,5,4,4,544,Champions,High Value
15238,29,3,1071.99,692,357.33,4,3,4,434,Potential Loyalists,High Value
15239,10,2,780.59,594,390.295,5,3,3,533,Potential Loyalists,Medium Value
15240,45,5,1706.57,1369,341.31399999999996,3,4,4,344,Loyal Customers,High Value
15241,67,8,1756.44,1818,219.555,3,5,4,354,Loyal Customers,High Value
15243,74,1,316.68,185,316.68,2,1,2,212,Lost Customers,Medium Value
15244,65,2,631.57,405,315.785,3,3,3,333,Regular Customers,Medium Value
15245,134,3,2515.84,1784,838.6133333333333,2,3,5,235,Big Spenders,High Value
15246,238,2,514.15,247,257.075,1,3,3,133,At Risk,Medium Value
15247,122,1,356.0,160,356.0,2,1,2,212,Lost Customers,Medium Value
15249,32,13,6688.46,3577,514.496923076923,4,5,5,455,Champions,Very High Value
15251,9,11,10484.99,6171,953.180909090909,5,5,5,555,Champions,Very High Value
15252,36,2,740.78,522,370.39,3,3,3,333,Regular Customers,Medium Value
15253,16,5,918.2,866,183.64000000000001,4,4,3,443,Loyal Customers,Medium Value
15254,127,1,300.36,275,300.36,2,1,2,212,Lost Customers,Medium Value
15255,67,1,890.85,489,890.85,3,1,3,313,Regular Customers,Medium Value
15256,149,1,98.45,55,98.45,2,1,1,211,Lost Customers,Low Value
15257,283,1,317.15,46,317.15,1,1,2,112,Lost Customers,Medium Value
15258,169,2,623.16,142,311.58,2,3,3,233,At Risk,Medium Value
15260,100,7,1810.77,885,258.68142857142857,2,5,4,254,At Risk,High Value
15261,135,1,254.82,270,254.82,2,1,2,212,Lost Customers,Medium Value
15262,324,1,178.95000000000002,73,178.95000000000002,1,1,1,111,Lost Customers,Low Value
15263,107,1,156.51,89,156.51,2,1,1,211,Lost Customers,Low Value
15264,64,1,393.74,265,393.74,3,1,2,312,Regular Customers,Medium Value
15265,151,2,1506.1200000000001,612,753.0600000000001,2,3,4,234,Big Spenders,High Value
15266,338,1,119.3,18,119.3,1,1,1,111,Lost Customers,Low Value
15267,22,5,1717.36,944,343.472,4,4,4,444,Champions,High Value
15269,24,1,408.8,26,408.8,4,1,2,412,New Customers,Medium Value
15270,16,7,2379.49,1521,339.9271428571428,4,5,5,455,Champions,High Value
15271,7,15,2493.34,1251,166.22266666666667,5,5,5,555,Champions,High Value
15272,57,2,721.94,310,360.97,3,3,3,333,Regular Customers,Medium Value
15274,4,2,716.57,619,358.285,5,3,3,533,Potential Loyalists,Medium Value
15275,38,1,615.14,498,615.14,3,1,3,313,Regular Customers,Medium Value
15276,66,1,128.63,61,128.63,3,1,1,311,Regular Customers,Low Value
15277,47,1,255.9,205,255.9,3,1,2,312,Regular Customers,Medium Value
15279,355,1,290.51,189,290.51,1,1,2,112,Lost Customers,Medium Value
15280,172,1,113.12,154,113.12,2,1,1,211,Lost Customers,Low Value
15281,59,9,2332.15,1211,259.1277777777778,3,5,5,355,Loyal Customers,High Value
15286,50,1,240.55,55,240.55,3,1,1,311,Regular Customers,Low Value
15287,22,2,486.69,433,243.345,4,3,2,432,Potential Loyalists,Medium Value
15288,43,5,2306.52,775,461.304,3,4,5,345,Loyal Customers,High Value
15289,29,3,939.78,1008,313.26,4,3,4,434,Potential Loyalists,Medium Value
15290,5,18,7943.22,4501,441.29,5,5,5,555,Champions,Very High Value
15291,26,15,4668.3,2103,311.22,4,5,5,455,Champions,High Value
15292,201,1,178.39,55,178.39,1,1,1,111,Lost Customers,Low Value
15296,51,6,3672.86,1766,612.1433333333333,3,5,5,355,Loyal Customers,High Value
15297,10,3,641.94,292,213.98000000000002,5,3,3,533,Potential Loyalists,Medium Value
15298,2,12,4799.9,3116,399.9916666666666,5,5,5,555,Champions,High Value
15299,67,7,4507.01,2948,643.8585714285715,3,5,5,355,Loyal Customers,High Value
15300,64,1,496.44,292,496.44,3,1,3,313,Regular Customers,Medium Value
15301,51,12,5049.95,2751,420.82916666666665,3,5,5,355,Loyal Customers,Very High Value
15303,290,1,574.02,248,574.02,1,1,3,113,Lost Customers,Medium Value
15304,61,8,694.4,104,86.8,3,5,3,353,Loyal Customers,Medium Value
15306,64,3,1174.35,810,391.45,3,3,4,334,Big Spenders,High Value
15307,96,1,205.3,37,205.3,2,1,1,211,Lost Customers,Low Value
15308,274,1,310.47,175,310.47,1,1,2,112,Lost Customers,Medium Value
15311,1,91,60632.75,38147,666.2939560439561,5,5,5,555,Champions,Very High Value
15312,75,4,924.85,516,231.2125,2,4,3,243,At Risk,Medium Value
15313,110,1,52.0,25,52.0,2,1,1,211,Lost Customers,Low Value
15314,199,1,327.97,313,327.97,1,1,2,112,Lost Customers,Medium Value
15315,64,2,570.5,862,285.25,3,3,3,333,Regular Customers,Medium Value
15316,327,1,165.0,100,165.0,1,1,1,111,Lost Customers,Low Value
15318,4,1,312.62,642,312.62,5,1,2,512,New Customers,Medium Value
15319,284,1,204.5,175,204.5,1,1,1,111,Lost Customers,Low Value
15320,44,1,267.13,326,267.13,3,1,2,312,Regular Customers,Medium Value
15321,71,3,2748.31,1181,916.1033333333334,3,3,5,335,Big Spenders,High Value
15322,86,1,679.68,416,679.68,2,1,3,213,Lost Customers,Medium Value
15325,104,1,161.74,231,161.74,2,1,1,211,Lost Customers,Low Value
15326,334,1,311.71,386,311.71,1,1,2,112,Lost Customers,Medium Value
15327,53,1,208.75,116,208.75,3,1,1,311,Regular Customers,Low Value
15329,39,3,1049.7,486,349.90000000000003,3,3,4,334,Big Spenders,High Value
15330,32,2,714.9599999999999,1312,357.47999999999996,4,3,3,433,Potential Loyalists,Medium Value
15332,366,4,1661.06,652,415.265,1,4,4,144,At Risk,High Value
15333,208,1,1028.56,344,1028.56,1,1,4,114,Big Spenders,High Value
15334,157,3,350.82,273,116.94,2,3,2,232,At Risk,Medium Value
15335,54,1,170.22,79,170.22,3,1,1,311,Regular Customers,Low Value
15339,66,2,574.07,416,287.035,3,3,3,333,Regular Customers,Medium Value
15341,81,1,2020.52,812,2020.52,2,1,4,214,Big Spenders,High Value
15342,130,1,406.09000000000003,283,406.09000000000003,2,1,2,212,Lost Customers,Medium Value
15343,87,1,364.5,84,364.5,2,1,2,212,Lost Customers,Medium Value
15344,1,3,563.94,116,187.98000000000002,5,3,3,533,Potential Loyalists,Medium Value
15345,46,1,393.54,81,393.54,3,1,2,312,Regular Customers,Medium Value
15346,333,1,252.42000000000002,144,252.42000000000002,1,1,2,112,Lost Customers,Medium Value
15347,366,1,201.60000000000002,130,201.60000000000002,1,1,1,111,Lost Customers,Low Value
15348,72,1,158.04,84,158.04,2,1,1,211,Lost Customers,Low Value
15349,158,2,463.90999999999997,321,231.95499999999998,2,3,2,232,At Risk,Medium Value
15350,373,1,115.65,51,115.65,1,1,1,111,Lost Customers,Low Value
15351,12,7,1934.66,742,276.38,5,5,4,554,Champions,High Value
15353,255,2,770.12,341,385.06,1,3,3,133,At Risk,Medium Value
15355,29,2,277.05,45,138.525,4,3,2,432,Potential Loyalists,Medium Value
15356,31,10,2718.03,1643,271.803,4,5,5,455,Champions,High Value
15358,5,22,8347.2,7050,379.41818181818184,5,5,5,555,Champions,Very High Value
15360,40,1,427.93,223,427.93,3,1,2,312,Regular Customers,Medium Value
15361,362,1,418.92,336,418.92,1,1,2,112,Lost Customers,Medium Value
15363,373,1,326.0,144,326.0,1,1,2,112,Lost Customers,Medium Value
15364,96,2,913.19,493,456.595,2,3,3,233,At Risk,Medium Value
15365,26,7,2314.32,1084,330.6171428571429,4,5,5,455,Champions,High Value
15366,75,2,602.51,621,301.255,2,3,3,233,At Risk,Medium Value
15367,57,4,1877.5900000000001,1057,469.39750000000004,3,4,4,344,Loyal Customers,High Value
15368,21,1,446.94000000000005,230,446.94000000000005,4,1,2,412,New Customers,Medium Value
15370,41,7,2386.05,830,340.86428571428576,3,5,5,355,Loyal Customers,High Value
15372,137,1,2007.4,2924,2007.4,2,1,4,214,Big Spenders,High Value
15373,8,12,2415.91,500,201.32583333333332,5,5,5,555,Champions,High Value
15374,129,1,168.0,126,168.0,2,1,1,211,Lost Customers,Low Value
15376,40,3,1221.56,615,407.18666666666667,3,3,4,334,Big Spenders,High Value
15379,169,7,3703.29,2305,529.0414285714286,2,5,5,255,At Risk,High Value
15380,9,5,1690.26,376,338.052,5,4,4,544,Champions,High Value
15381,214,2,596.85,171,298.425,1,3,3,133,At Risk,Medium Value
15382,15,6,5955.71,4012,992.6183333333333,4,5,5,455,Champions,Very High Value
15384,170,2,642.41,596,321.205,2,3,3,233,At Risk,Medium Value
15385,40,1,316.88,161,316.88,3,1,2,312,Regular Customers,Medium Value
15386,186,1,394.14,446,394.14,1,1,2,112,Lost Customers,Medium Value
15388,270,1,140.54,88,140.54,1,1,1,111,Lost Customers,Low Value
15389,172,1,500.0,400,500.0,2,1,3,213,Lost Customers,Medium Value
15392,5,4,1535.53,1277,383.8825,5,4,4,544,Champions,High Value
15393,16,2,231.86,150,115.93,4,3,1,431,Regular Customers,Low Value
15394,10,4,2183.54,910,545.885,5,4,5,545,Champions,High Value
15395,326,1,107.45,17,107.45,1,1,1,111,Lost Customers,Low Value
15396,113,1,288.18,122,288.18,2,1,2,212,Lost Customers,Medium Value
15397,290,1,94.0,20,94.0,1,1,1,111,Lost Customers,Low Value
15398,16,2,1345.53,769,672.765,4,3,4,434,Potential Loyalists,High Value
15399,1,3,815.77,611,271.92333333333335,5,3,3,533,Potential Loyalists,Medium Value
15400,92,5,716.2,390,143.24,2,4,3,243,At Risk,Medium Value
15402,149,2,626.77,694,313.385,2,3,3,233,At Risk,Medium Value
15405,189,1,349.1,193,349.1,1,1,2,112,Lost Customers,Medium Value
15406,31,2,510.71000000000004,254,255.35500000000002,4,3,3,433,Potential Loyalists,Medium Value
15407,34,4,1046.74,552,261.685,3,4,4,344,Loyal Customers,High Value
15408,264,1,267.18,106,267.18,1,1,2,112,Lost Customers,Medium Value
15410,84,8,3450.84,1200,431.355,2,5,5,255,At Risk,High Value
15411,26,4,1348.93,529,337.2325,4,4,4,444,Champions,High Value
15412,171,1,190.53,108,190.53,2,1,1,211,Lost Customers,Low Value
15414,10,3,774.9000000000001,443,258.3,5,3,3,533,Potential Loyalists,Medium Value
15415,313,1,559.61,551,559.61,1,1,3,113,Lost Customers,Medium Value
15416,65,4,3984.32,2090,996.08,3,4,5,345,Loyal Customers,High Value
15417,85,1,508.8,284,508.8,2,1,3,213,Lost Customers,Medium Value
15419,25,1,135.86,230,135.86,4,1,1,411,New Customers,Low Value
15421,59,4,950.36,500,237.59,3,4,4,344,Loyal Customers,Medium Value
15422,323,2,97.7,38,48.85,1,3,1,131,At Risk,Low Value
15423,38,1,43.5,101,43.5,3,1,1,311,Regular Customers,Low Value
15424,254,2,383.34000000000003,554,191.67000000000002,1,3,2,132,At Risk,Medium Value
15426,19,5,1404.07,656,280.81399999999996,4,4,4,444,Champions,High Value
15427,33,3,1430.54,967,476.84666666666664,3,3,4,334,Big Spenders,High Value
15428,15,1,93.78,102,93.78,4,1,1,411,New Customers,Low Value
15429,27,2,397.35,380,198.675,4,3,2,432,Potential Loyalists,Medium Value
15432,23,1,171.19000000000003,65,171.19000000000003,4,1,1,411,New Customers,Low Value
15433,214,2,533.3,534,266.65,1,3,3,133,At Risk,Medium Value
15434,8,5,1041.48,647,208.296,5,4,4,544,Champions,High Value
15435,22,1,149.29,54,149.29,4,1,1,411,New Customers,Low Value
15436,12,3,1067.75,574,355.9166666666667,5,3,4,534,Potential Loyalists,High Value
15437,262,1,200.16,79,200.16,1,1,1,111,Lost Customers,Low Value
15438,131,1,156.58,59,156.58,2,1,1,211,Lost Customers,Low Value
15440,55,3,383.68,197,127.89333333333333,3,3,2,332,Regular Customers,Medium Value
15442,249,1,594.0,120,594.0,1,1,3,113,Lost Customers,Medium Value
15443,2,7,3213.59,1639,459.0842857142857,5,5,5,555,Champions,High Value
15444,9,2,1411.21,759,705.605,5,3,4,534,Potential Loyalists,High Value
15445,264,1,113.5,58,113.5,1,1,1,111,Lost Customers,Low Value
15447,331,1,155.17000000000002,85,155.17000000000002,1,1,1,111,Lost Customers,Low Value
15448,313,1,494.64,232,494.64,1,1,3,113,Lost Customers,Medium Value
15449,26,3,974.52,812,324.84,4,3,4,434,Potential Loyalists,Medium Value
15450,30,1,429.84,376,429.84,4,1,2,412,New Customers,Medium Value
15452,30,3,528.48,280,176.16,4,3,3,433,Potential Loyalists,Medium Value
15453,2,7,1371.77,837,195.96714285714285,5,5,4,554,Champions,High Value
15454,362,1,179.1,86,179.1,1,1,1,111,Lost Customers,Low Value
15456,283,3,434.59000000000003,633,144.86333333333334,1,3,2,132,At Risk,Medium Value
15457,262,1,237.07,132,237.07,1,1,1,111,Lost Customers,Low Value
15458,25,1,161.64,156,161.64,4,1,1,411,New Customers,Low Value
15460,354,1,214.26,107,214.26,1,1,1,111,Lost Customers,Low Value
15462,94,3,234.6,172,78.2,2,3,1,231,At Risk,Low Value
15463,29,1,126.14,106,126.14,4,1,1,411,New Customers,Low Value
15464,338,1,1044.65,348,1044.65,1,1,4,114,Big Spenders,High Value
15465,20,18,7354.62,1257,408.59,4,5,5,455,Champions,Very High Value
15466,85,1,334.53,246,334.53,2,1,2,212,Lost Customers,Medium Value
15467,9,3,524.88,310,174.96,5,3,3,533,Potential Loyalists,Medium Value
15468,51,2,467.51,155,233.755,3,3,2,332,Regular Customers,Medium Value
15469,50,2,538.55,153,269.275,3,3,3,333,Regular Customers,Medium Value
15471,2,1,454.48,256,454.48,5,1,2,512,New Customers,Medium Value
15472,113,1,371.56,251,371.56,2,1,2,212,Lost Customers,Medium Value
15473,14,7,1771.2,672,253.02857142857144,4,5,4,454,Champions,High Value
15475,77,1,454.11,319,454.11,2,1,2,212,Lost Customers,Medium Value
15478,40,2,1399.92,575,699.96,3,3,4,334,Big Spenders,High Value
15480,116,1,905.5,303,905.5,2,1,3,213,Lost Customers,Medium Value
15482,16,12,10879.76,5004,906.6466666666666,4,5,5,455,Champions,Very High Value
15483,161,4,225.26,291,56.315,2,4,1,241,At Risk,Low Value
15484,1,4,3590.41,3150,897.6025,5,4,5,545,Champions,High Value
15485,30,3,2564.5,1281,854.8333333333334,4,3,5,435,Potential Loyalists,High Value
